file_name,bbox,image_id,race,age,emotion,gender,skintone,masked
82133845.jpg,"[599, 262, 238, 297]",1430,Mongoloid,40-50s,Happiness,Male,light,unmasked
image_5599.jpg,"[163, 177, 595, 795]",1997,Mongoloid,40-50s,Happiness,Male,light,unmasked
image_10709.jpg,"[271, 173, 569, 786]",1765,Mongoloid,40-50s,Neutral,Female,mid-light,unmasked
57591986.jpg,"[391, 160, 291, 311]",610,Mongoloid,20-30s,Neutral,Female,light,unmasked
71137121.jpg,"[602, 354, 158, 170]",1060,Mongoloid,Kid,Neutral,Female,light,unmasked
19627152.jpg,"[1130, 168, 310, 387]",132,Mongoloid,Senior,Neutral,Female,mid-light,unmasked
2944056.jpg,"[575, 715, 375, 496]",178,Mongoloid,20-30s,Neutral,Female,light,unmasked
64659946.jpg,"[489, 282, 434, 595]",842,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_8122.jpg,"[271, 239, 560, 690]",2127,Mongoloid,40-50s,Neutral,Male,light,unmasked
63845053.jpg,"[701, 146, 191, 264]",814,Mongoloid,40-50s,Neutral,Male,mid-light,unmasked
image_7577.jpg,"[241, 203, 517, 722]",2094,Caucasian,40-50s,Neutral,Male,mid-light,unmasked
9079181.jpg,"[783, 434, 234, 311]",1646,Mongoloid,20-30s,Happiness,Female,light,unmasked
72533543.jpg,"[780, 225, 237, 341]",1098,Mongoloid,Senior,Happiness,Female,light,unmasked
12702881.jpg,"[547, 337, 292, 411]",75,Mongoloid,Senior,Happiness,Female,light,unmasked
88494705.jpg,"[1065, 161, 282, 350]",1621,Mongoloid,Kid,Happiness,Female,light,unmasked
87569025.jpg,"[872, 206, 329, 522]",1601,Mongoloid,20-30s,Happiness,Male,light,unmasked
36462523.jpg,"[781, 404, 384, 464]",228,Mongoloid,Kid,Happiness,Female,light,unmasked
45387980.jpg,"[843, 655, 148, 199]",380,Negroid,Kid,Sadness,Female,mid-light,unmasked
image_6866.jpg,"[261, 214, 554, 670]",2059,Mongoloid,Baby,Neutral,Male,mid-light,unmasked
5754610.jpg,"[713, 278, 256, 381]",609,Mongoloid,20-30s,Happiness,Female,light,unmasked
78162239.jpg,"[770, 175, 210, 315]",1299,Mongoloid,Senior,Neutral,Female,mid-light,unmasked
5103513.jpg,"[822, 167, 244, 307]",525,Mongoloid,40-50s,Neutral,Male,mid-light,unmasked
61227872.jpg,"[864, 236, 248, 360]",706,Mongoloid,20-30s,Happiness,Female,light,unmasked
54674400.jpg,"[1002, 165, 223, 271]",553,Mongoloid,20-30s,Happiness,Female,light,unmasked
58743623.jpg,"[755, 215, 330, 421]",631,Mongoloid,Kid,Happiness,Female,light,unmasked
48828971.jpg,"[995, 379, 366, 398]",480,Mongoloid,Kid,Happiness,Female,light,unmasked
76219638.jpg,"[899, 278, 148, 153]",1230,Mongoloid,20-30s,Neutral,Female,light,unmasked
81823367.jpg,"[1002, 177, 179, 220]",1416,Mongoloid,20-30s,Happiness,Female,light,unmasked
46222461.jpg,"[817, 46, 228, 322]",399,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_7775.jpg,"[255, 169, 573, 786]",2104,Mongoloid,20-30s,Happiness,Female,light,unmasked
69969904.jpg,"[889, 210, 168, 240]",1013,Mongoloid,20-30s,Happiness,Female,light,unmasked
25709014.jpg,"[612, 267, 129, 183]",165,Mongoloid,20-30s,Happiness,Female,light,unmasked
81876372.jpg,"[781, 341, 181, 224]",1419,Mongoloid,Kid,Happiness,Female,light,unmasked
47780644.jpg,"[548, 436, 361, 473]",448,Negroid,20-30s,Happiness,Female,dark,unmasked
47501309.jpg,"[972, 180, 432, 605]",443,Mongoloid,Baby,Happiness,Male,light,unmasked
91843986.jpg,"[632, 276, 96, 189]",1661,Mongoloid,Teenager,Happiness,Female,light,unmasked
7407853.jpg,"[851, 483, 446, 603]",1148,Mongoloid,20-30s,Happiness,Female,light,unmasked
1764740.jpg,"[382, 501, 336, 468]",115,Mongoloid,20-30s,Happiness,Female,light,unmasked
60313342.jpg,"[412, 677, 184, 231]",675,Mongoloid,Kid,Happiness,Male,light,unmasked
98007269.jpg,"[1230, 393, 377, 452]",1736,Mongoloid,Kid,Happiness,Female,light,unmasked
63631122.jpg,"[475, 262, 191, 256]",799,Mongoloid,Senior,Happiness,Female,light,unmasked
65493879.jpg,"[1063, 343, 157, 173]",871,Mongoloid,Kid,Happiness,Female,light,unmasked
7981701.jpg,"[410, 237, 636, 775]",1336,Mongoloid,Senior,Happiness,Female,light,unmasked
42590580.jpg,"[886, 295, 325, 424]",333,Mongoloid,Kid,Happiness,Female,light,unmasked
48478701.jpg,"[1091, 366, 212, 285]",467,Mongoloid,Senior,Happiness,Female,light,unmasked
image_10319.jpg,"[250, 186, 534, 698]",1755,Negroid,Baby,Surprise,Female,mid-dark,unmasked
image_2194.jpg,"[283, 176, 571, 769]",1823,Mongoloid,40-50s,Neutral,Male,mid-light,unmasked
16757635.jpg,"[1286, 315, 400, 488]",111,Mongoloid,40-50s,Happiness,Female,light,unmasked
60792482.jpg,"[967, 397, 381, 470]",690,Mongoloid,Kid,Happiness,Male,light,unmasked
11937543.jpg,"[1090, 189, 312, 425]",60,Mongoloid,Senior,Happiness,Female,light,unmasked
image_5188.jpg,"[250, 197, 559, 740]",1977,Mongoloid,Senior,Happiness,Female,light,unmasked
79376490.jpg,"[1371, 591, 160, 175]",1325,Mongoloid,Kid,Neutral,Male,light,unmasked
82978183.jpg,"[895, 413, 547, 509]",1460,Mongoloid,Baby,Happiness,Male,light,unmasked
38906397.jpg,"[728, 266, 582, 737]",253,Mongoloid,Kid,Happiness,Male,light,unmasked
77293173.jpg,"[829, 141, 206, 284]",1272,Caucasian,Kid,Neutral,Female,mid-light,unmasked
76322693.jpg,"[551, 651, 252, 287]",1233,Caucasian,Kid,Neutral,Female,mid-light,unmasked
62424654.jpg,"[1106, 374, 220, 293]",749,Mongoloid,40-50s,Happiness,Male,light,unmasked
60720595.jpg,"[1033, 65, 377, 546]",687,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_2156.jpg,"[206, 161, 592, 811]",1820,Mongoloid,40-50s,Happiness,Female,light,unmasked
64216727.jpg,"[1328, 151, 253, 338]",826,Mongoloid,40-50s,Neutral,Male,light,unmasked
8774918.jpg,"[631, 455, 359, 490]",1605,Mongoloid,Senior,Happiness,Female,light,unmasked
42293562.jpg,"[1259, 499, 145, 207]",314,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_2142.jpg,"[253, 195, 538, 702]",1819,Mongoloid,Kid,Happiness,Female,light,unmasked
image_1463.jpg,"[246, 181, 542, 711]",1781,Mongoloid,Baby,Happiness,Female,light,unmasked
37935696.jpg,"[480, 143, 207, 298]",237,Mongoloid,20-30s,Happiness,Female,light,unmasked
76833602.jpg,"[905, 195, 206, 235]",1251,Mongoloid,Senior,Neutral,Male,light,unmasked
image_10481.jpg,"[216, 176, 537, 731]",1759,Negroid,40-50s,Happiness,Male,dark,unmasked
image_6318.jpg,"[255, 167, 573, 782]",2031,Mongoloid,Teenager,Neutral,Male,mid-light,unmasked
81267484.jpg,"[494, 248, 263, 391]",1391,Mongoloid,20-30s,Happiness,Female,light,unmasked
85043069.jpg,"[539, 388, 488, 518]",1527,Caucasian,Baby,Neutral,Male,mid-light,unmasked
76008571.jpg,"[539, 531, 303, 367]",1211,Mongoloid,Senior,Happiness,Female,light,unmasked
76111020.jpg,"[706, 266, 504, 653]",1220,Mongoloid,20-30s,Happiness,Female,light,unmasked
57072035.jpg,"[788, 435, 231, 299]",599,Mongoloid,Kid,Happiness,Female,light,unmasked
75194208.jpg,"[484, 408, 262, 344]",1186,Mongoloid,Kid,Happiness,Female,light,unmasked
64701537.jpg,"[1250, 271, 239, 302]",844,Mongoloid,40-50s,Neutral,Male,light,unmasked
49552940.jpg,"[576, 371, 485, 678]",492,Mongoloid,Teenager,Neutral,Female,mid-light,unmasked
29824475.jpg,"[681, 296, 194, 251]",183,Mongoloid,Senior,Neutral,Male,mid-light,unmasked
image_7238.jpg,"[255, 175, 566, 773]",2075,Mongoloid,40-50s,Happiness,Female,light,unmasked
81063458.jpg,"[525, 891, 298, 377]",1381,Negroid,Kid,Neutral,Female,mid-dark,unmasked
61550724.jpg,"[669, 187, 269, 356]",714,Mongoloid,Kid,Happiness,Female,light,unmasked
12635625.jpg,"[527, 649, 225, 276]",72,Mongoloid,Kid,Happiness,Male,light,unmasked
image_2585.jpg,"[222, 169, 576, 769]",1847,Mongoloid,Kid,Happiness,Female,light,unmasked
49106710.jpg,"[1106, 202, 258, 372]",487,Mongoloid,40-50s,Happiness,Male,light,unmasked
42376897.jpg,"[1016, 404, 176, 251]",317,Mongoloid,Senior,Happiness,Female,light,unmasked
67221746.jpg,"[853, 173, 299, 404]",907,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
70212025.jpg,"[818, 312, 178, 221]",1019,Negroid,Kid,Sadness,Female,mid-light,unmasked
4110727.jpg,"[1269, 165, 272, 385]",293,Mongoloid,20-30s,Happiness,Female,light,unmasked
72297656.jpg,"[937, 156, 235, 287]",1089,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_409.jpg,"[171, 168, 597, 796]",1927,Mongoloid,Senior,Neutral,Male,mid-light,unmasked
63603595.jpg,"[753, 1017, 180, 206]",795,Mongoloid,Senior,Happiness,Female,light,unmasked
84326819.jpg,"[891, 222, 203, 256]",1495,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
85496064.jpg,"[1301, 283, 271, 353]",1537,Mongoloid,Baby,Happiness,Female,light,unmasked
image_4651.jpg,"[228, 178, 556, 755]",1953,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
8622196.jpg,"[612, 364, 361, 429]",1558,Negroid,20-30s,Happiness,Female,light,unmasked
91355314.jpg,"[128, 0, 710, 820]",1657,Mongoloid,Kid,Happiness,Female,light,unmasked
69357397.jpg,"[837, 163, 448, 391]",985,Negroid,Teenager,Neutral,Female,mid-light,unmasked
71682265.jpg,"[476, 371, 268, 360]",1073,Mongoloid,Senior,Neutral,Male,mid-light,unmasked
60467262.jpg,"[1336, 118, 160, 153]",680,Mongoloid,Kid,Neutral,Male,light,unmasked
40127216.jpg,"[692, 185, 126, 181]",277,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
34871802.jpg,"[413, 353, 427, 568]",224,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_1073.jpg,"[238, 169, 559, 764]",1766,Mongoloid,Kid,Happiness,Female,light,unmasked
92349251.jpg,"[382, 86, 435, 473]",1671,Mongoloid,Kid,Happiness,Male,light,unmasked
15539955.jpg,"[1078, 247, 350, 454]",105,Mongoloid,40-50s,Happiness,Male,light,unmasked
image_7370.jpg,"[237, 226, 519, 703]",2086,Mongoloid,Baby,Happiness,Female,light,unmasked
67625700.jpg,"[1146, 154, 440, 600]",921,Mongoloid,Senior,Happiness,Male,light,unmasked
38704006.jpg,"[892, 415, 281, 381]",251,Mongoloid,20-30s,Happiness,Female,light,unmasked
80901417.jpg,"[769, 19, 455, 594]",1376,Mongoloid,Kid,Happiness,Female,light,unmasked
97920758.jpg,"[565, 216, 216, 330]",1734,Mongoloid,Senior,Happiness,Male,light,unmasked
image_8282.jpg,"[233, 186, 533, 712]",2132,Mongoloid,Kid,Happiness,Male,light,unmasked
82932698.jpg,"[942, 295, 261, 360]",1455,Mongoloid,20-30s,Happiness,Female,light,unmasked
64879446.jpg,"[524, 247, 264, 348]",851,Negroid,20-30s,Neutral,Male,dark,unmasked
50874128.jpg,"[708, 387, 148, 189]",523,Mongoloid,40-50s,Happiness,Male,light,unmasked
45688514.jpg,"[1041, 479, 194, 313]",387,Mongoloid,20-30s,Happiness,Female,light,unmasked
97238048.jpg,"[1224, 222, 169, 245]",1729,Mongoloid,Senior,Happiness,Female,light,unmasked
image_192.jpg,"[271, 181, 549, 742]",1807,Negroid,Kid,Happiness,Female,light,unmasked
77486123.jpg,"[1023, 433, 251, 308]",1277,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
47301966.jpg,"[1263, 195, 260, 350]",437,Mongoloid,40-50s,Happiness,Female,light,unmasked
46978962.jpg,"[775, 368, 218, 298]",423,Mongoloid,Kid,Happiness,Female,light,unmasked
image_804.jpg,"[233, 162, 540, 762]",2118,Mongoloid,Senior,Neutral,Male,mid-light,unmasked
60936842.jpg,"[696, 302, 311, 400]",691,Mongoloid,Kid,Happiness,Female,light,unmasked
image_9639.jpg,"[257, 168, 600, 811]",2176,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
80843817.jpg,"[924, 204, 190, 237]",1375,Mongoloid,20-30s,Neutral,Male,light,unmasked
48523855.jpg,"[1047, 205, 280, 344]",471,Mongoloid,20-30s,Happiness,Male,light,unmasked
6929410.jpg,"[505, 302, 358, 455]",983,Mongoloid,20-30s,Happiness,Female,light,unmasked
73172944.jpg,"[1503, 198, 308, 383]",1120,Mongoloid,Baby,Happiness,Male,light,unmasked
93345218.jpg,"[446, 88, 397, 467]",1691,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_4323.jpg,"[228, 171, 549, 757]",1937,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
64715805.jpg,"[549, 122, 232, 354]",847,Mongoloid,20-30s,Neutral,Male,light,unmasked
image_4445.jpg,"[271, 183, 560, 729]",1943,Mongoloid,Kid,Happiness,Female,light,unmasked
image_609.jpg,"[225, 170, 576, 819]",2020,Negroid,40-50s,Neutral,Female,mid-light,unmasked
61802833.jpg,"[1167, 434, 231, 303]",724,Mongoloid,Teenager,Happiness,Male,light,unmasked
74371261.jpg,"[858, 134, 265, 361]",1155,Mongoloid,20-30s,Happiness,Male,light,unmasked
image_7400.jpg,"[277, 144, 590, 772]",2088,Mongoloid,Kid,Happiness,Female,light,unmasked
9799417.jpg,"[618, 278, 429, 614]",1735,Negroid,20-30s,Happiness,Female,light,unmasked
65829370.jpg,"[468, 194, 211, 279]",881,Mongoloid,20-30s,Happiness,Female,light,unmasked
67054388.jpg,"[582, 172, 206, 285]",904,Mongoloid,40-50s,Neutral,Male,light,unmasked
61311284.jpg,"[932, 202, 290, 370]",709,Mongoloid,40-50s,Happiness,Male,light,unmasked
39719817.jpg,"[585, 337, 649, 780]",268,Mongoloid,Baby,Happiness,Male,light,unmasked
80477446.jpg,"[702, 431, 317, 362]",1358,Mongoloid,Kid,Happiness,Female,light,unmasked
image_379.jpg,"[242, 167, 593, 797]",1916,Mongoloid,40-50s,Neutral,Male,mid-light,unmasked
81305808.jpg,"[731, 293, 291, 355]",1395,Negroid,Kid,Neutral,Female,mid-light,unmasked
3079720.jpg,"[845, 185, 470, 655]",190,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_8082.jpg,"[271, 170, 572, 785]",2124,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
image_1924.jpg,"[224, 180, 543, 780]",1808,Mongoloid,20-30s,Happiness,Male,light,unmasked
105708833.jpg,"[389, 360, 642, 909]",33,Mongoloid,Kid,Happiness,Female,light,unmasked
image_3712.jpg,"[204, 159, 601, 847]",1914,Mongoloid,40-50s,Happiness,Male,light,unmasked
image_10695.jpg,"[219, 145, 615, 854]",1763,Mongoloid,40-50s,Neutral,Male,light,unmasked
55831848.jpg,"[1289, 109, 257, 337]",584,Mongoloid,Kid,Happiness,Female,light,unmasked
86993170.jpg,"[706, 245, 491, 661]",1583,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_2418.jpg,"[218, 213, 511, 718]",1838,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_9565.jpg,"[226, 171, 571, 791]",2174,Mongoloid,40-50s,Neutral,Female,light,unmasked
83639438.jpg,"[576, 236, 384, 583]",1480,Mongoloid,Kid,Happiness,Male,light,unmasked
83577089.jpg,"[1218, 441, 138, 179]",1477,Mongoloid,40-50s,Happiness,Female,light,unmasked
31441438.jpg,"[1107, 234, 373, 523]",199,Mongoloid,40-50s,Happiness,Female,light,unmasked
image_1887.jpg,"[211, 176, 575, 773]",1806,Mongoloid,40-50s,Neutral,Male,mid-light,unmasked
70337310.jpg,"[948, 357, 277, 330]",1025,Mongoloid,Teenager,Happiness,Female,light,unmasked
63737975.jpg,"[550, 413, 270, 351]",803,Mongoloid,Kid,Happiness,Female,light,unmasked
80421947.jpg,"[966, 130, 256, 356]",1354,Mongoloid,Teenager,Happiness,Female,light,unmasked
65366316.jpg,"[1156, 144, 267, 346]",865,Mongoloid,Kid,Disgust,Female,light,unmasked
82783500.jpg,"[888, 17, 369, 483]",1449,Mongoloid,Senior,Happiness,Female,light,unmasked
image_231.jpg,"[244, 160, 597, 815]",1830,Mongoloid,Senior,Happiness,Female,light,unmasked
5972030.jpg,"[539, 466, 350, 462]",656,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_3504.jpg,"[210, 172, 579, 788]",1902,Mongoloid,40-50s,Neutral,Male,light,unmasked
12467250.jpg,"[652, 412, 257, 366]",66,Mongoloid,Senior,Neutral,Male,mid-light,unmasked
85524213.jpg,"[703, 170, 184, 215]",1539,Mongoloid,Kid,Happiness,Female,light,unmasked
8279987.jpg,"[704, 392, 300, 420]",1450,Mongoloid,Senior,Happiness,Male,light,unmasked
image_6332.jpg,"[201, 160, 565, 772]",2033,Mongoloid,Kid,Happiness,Female,light,unmasked
49742733.jpg,"[1003, 398, 328, 357]",498,Mongoloid,Kid,Happiness,Female,light,unmasked
73381069.jpg,"[440, 188, 453, 680]",1127,Mongoloid,40-50s,Neutral,Male,light,unmasked
68291560.jpg,"[829, 484, 363, 436]",948,Mongoloid,Kid,Happiness,Female,light,unmasked
image_5808.jpg,"[236, 168, 575, 806]",2006,Mongoloid,Senior,Happiness,Male,light,unmasked
81113354.jpg,"[710, 258, 253, 349]",1387,Mongoloid,20-30s,Happiness,Male,light,unmasked
33892123.jpg,"[621, 311, 329, 420]",210,Mongoloid,Senior,Happiness,Female,light,unmasked
76806650.jpg,"[1086, 165, 181, 278]",1249,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
43719988.jpg,"[584, 343, 249, 338]",356,Mongoloid,20-30s,Happiness,Female,light,unmasked
74711602.jpg,"[837, 160, 313, 465]",1164,Mongoloid,40-50s,Happiness,Male,light,unmasked
10620731.jpg,"[812, 326, 141, 210]",37,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
80641207.jpg,"[973, 99, 362, 436]",1364,Mongoloid,Senior,Neutral,Female,mid-light,unmasked
image_6482.jpg,"[181, 177, 587, 798]",2039,Mongoloid,Senior,Happiness,Female,light,unmasked
95167239.jpg,"[635, 0, 185, 218]",1712,Mongoloid,Senior,Neutral,Male,light,unmasked
86890691.jpg,"[1147, 237, 294, 403]",1579,Negroid,Senior,Surprise,Male,mid-light,unmasked
58231530.jpg,"[1175, 395, 178, 240]",619,Mongoloid,20-30s,Happiness,Female,light,unmasked
92917113.jpg,"[661, 173, 507, 692]",1683,Mongoloid,Teenager,Neutral,Female,mid-light,unmasked
68739140.jpg,"[755, 44, 389, 502]",961,Mongoloid,20-30s,Happiness,Female,light,unmasked
40709774.jpg,"[1075, 433, 453, 408]",288,Mongoloid,Kid,Happiness,Female,light,unmasked
62559125.jpg,"[555, 214, 180, 246]",757,Mongoloid,Kid,Happiness,Female,light,unmasked
2499469.jpg,"[617, 419, 296, 411]",159,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_10441.jpg,"[166, 176, 586, 776]",1758,Mongoloid,Senior,Neutral,Male,light,unmasked
68320816.jpg,"[440, 627, 532, 679]",952,Mongoloid,40-50s,Happiness,Female,light,unmasked
42058657.jpg,"[665, 330, 445, 526]",307,Negroid,Kid,Happiness,Female,light,unmasked
image_4256.jpg,"[228, 169, 584, 792]",1933,Mongoloid,Senior,Neutral,Male,mid-light,unmasked
image_7039.jpg,"[250, 222, 554, 705]",2067,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_7993.jpg,"[273, 166, 560, 771]",2115,Mongoloid,40-50s,Neutral,Male,mid-light,unmasked
image_4242.jpg,"[199, 154, 576, 794]",1931,Negroid,20-30s,Neutral,Female,mid-light,unmasked
78140273.jpg,"[492, 242, 110, 215]",1298,Caucasian,20-30s,Neutral,Male,mid-light,unmasked
71999129.jpg,"[944, 316, 594, 699]",1079,Caucasian,Senior,Neutral,Female,mid-light,unmasked
89895839.jpg,"[575, 486, 208, 235]",1636,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_1460.jpg,"[315, 134, 580, 834]",1780,Mongoloid,40-50s,Happiness,Male,light,unmasked
81730728.jpg,"[582, 698, 181, 226]",1410,Mongoloid,20-30s,Happiness,Female,light,unmasked
63460857.jpg,"[1198, 193, 253, 362]",787,Mongoloid,20-30s,Neutral,Male,light,unmasked
87374588.jpg,"[750, 222, 314, 447]",1594,Negroid,40-50s,Neutral,Male,dark,unmasked
79053495.jpg,"[409, 126, 284, 394]",1316,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_1845.jpg,"[216, 164, 590, 787]",1804,Mongoloid,40-50s,Neutral,Female,mid-light,unmasked
2070202.jpg,"[932, 737, 265, 388]",138,Mongoloid,20-30s,Happiness,Female,light,unmasked
image_8108.jpg,"[242, 192, 521, 702]",2125,Mongoloid,20-30s,Happiness,Female,light,unmasked
45064486.jpg,"[945, 518, 518, 494]",377,Mongoloid,Kid,Neutral,Female,light,unmasked
48326197.jpg,"[723, 352, 340, 440]",459,Mongoloid,Baby,Happiness,Female,light,unmasked
76445652.jpg,"[301, 584, 363, 488]",1235,Mongoloid,20-30s,Happiness,Female,light,unmasked
22766112.jpg,"[684, 297, 309, 382]",149,Mongoloid,40-50s,Happiness,Female,light,unmasked
12585940.jpg,"[493, 237, 271, 392]",70,Mongoloid,Senior,Happiness,Male,light,unmasked
4127003.jpg,"[1051, 459, 282, 315]",297,Mongoloid,Kid,Happiness,Female,light,unmasked
62289822.jpg,"[900, 86, 711, 949]",744,Mongoloid,20-30s,Happiness,Male,light,unmasked
image_3707.jpg,"[233, 166, 582, 815]",1913,Mongoloid,Senior,Happiness,Male,light,unmasked
70852415.jpg,"[431, 535, 281, 329]",1043,Mongoloid,20-30s,Happiness,Female,light,unmasked
92969630.jpg,"[843, 237, 236, 280]",1684,Mongoloid,Teenager,Happiness,Female,light,unmasked
image_2592.jpg,"[233, 200, 533, 723]",1848,Mongoloid,Teenager,Neutral,Female,mid-light,unmasked
58985531.jpg,"[487, 437, 312, 446]",635,Mongoloid,Kid,Happiness,Female,light,unmasked
60025272.jpg,"[1053, 333, 302, 397]",660,Mongoloid,20-30s,Happiness,Female,light,unmasked
93239311.jpg,"[450, 452, 148, 184]",1688,Mongoloid,Kid,Happiness,Female,light,unmasked
70443768.jpg,"[1176, 763, 204, 194]",1029,Mongoloid,Kid,Happiness,Male,light,unmasked
96897804.jpg,"[727, 151, 179, 244]",1726,Mongoloid,20-30s,Happiness,Female,light,unmasked
71777006.jpg,"[1236, 169, 144, 194]",1076,Mongoloid,20-30s,Neutral,Male,light,unmasked
94956612.jpg,"[822, 369, 142, 202]",1710,Negroid,20-30s,Neutral,Female,mid-light,unmasked
image_3129.jpg,"[265, 160, 602, 810]",1880,Mongoloid,Teenager,Happiness,Male,light,unmasked
62436131.jpg,"[834, 0, 493, 554]",754,Mongoloid,40-50s,Happiness,Female,light,unmasked
76676432.jpg,"[750, 277, 489, 654]",1248,Mongoloid,Kid,Happiness,Female,light,unmasked
94894547.jpg,"[578, 702, 405, 453]",1707,Mongoloid,Kid,Happiness,Female,light,unmasked
45863385.jpg,"[886, 262, 239, 298]",391,Negroid,40-50s,Disgust,Male,mid-light,masked
4637103.jpg,"[1272, 185, 508, 571]",405,Mongoloid,Kid,Happiness,Female,light,unmasked
68373645.jpg,"[804, 159, 306, 416]",954,Mongoloid,Senior,Neutral,Male,light,unmasked
65662231.jpg,"[641, 246, 673, 813]",877,Mongoloid,20-30s,Happiness,Female,light,unmasked
35127692.jpg,"[806, 330, 265, 346]",225,Mongoloid,Senior,Happiness,Female,light,unmasked
54690155.jpg,"[909, 222, 369, 457]",555,Mongoloid,Kid,Happiness,Female,light,unmasked
89157916.jpg,"[592, 246, 181, 236]",1635,Mongoloid,Kid,Happiness,Female,light,unmasked
74134579.jpg,"[479, 422, 228, 319]",1149,Mongoloid,20-30s,Happiness,Female,light,unmasked
80340715.jpg,"[794, 238, 519, 671]",1352,Caucasian,Kid,Neutral,Female,mid-light,unmasked
84481183.jpg,"[939, 370, 219, 323]",1501,Negroid,Senior,Neutral,Male,mid-light,unmasked
105542559.jpg,"[456, 178, 148, 200]",31,Mongoloid,Senior,Neutral,Female,mid-light,unmasked
55514463.jpg,"[808, 124, 343, 459]",580,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
1287982.jpg,"[440, 232, 405, 518]",78,Mongoloid,20-30s,Happiness,Female,light,unmasked
25644923.jpg,"[435, 225, 461, 576]",164,Mongoloid,Kid,Happiness,Female,light,unmasked
