file_name,bbox,image_id,race,age,emotion,gender,skintone,masked
100239349.jpg,"[898.0401510995002, 323.9461167225033, 282.95984890050073, 367.5808249162452]",15,Mongoloid,20-30s,Happiness,Female,mid-light,unmasked
100290146.jpg,"[1256.4122039137133, 250.5817301746456, 251.4243654200893, 342.7569862026318]",16,Mongoloid,20-30s,Neutral,Female,light,unmasked
100316820.jpg,"[443.9999999999961, 514.5061011482767, 727.8117816947332, 985.8178973428243]",17,Caucasian,20-30s,Neutral,Male,light,unmasked
100333476.jpg,"[523.905483104818, 465.07114933934236, 114.56531888267006, 153.4677507290183]",18,Caucasian,20-30s,Neutral,Female,mid-dark,unmasked
100334133.jpg,"[883.4630992294921, 99.99999999999989, 304.9278149078368, 419.4378123858146]",19,Caucasian,20-30s,Anger,Female,mid-light,unmasked
100370979.jpg,"[447.3787878787877, 35.704545454545475, 588.2575757575756, 606.0907715639383]",20,Mongoloid,Kid,Happiness,Female,light,unmasked
100427600.jpg,"[471.99999999999966, 110.99999999999993, 372.9912494669508, 538.0000000000005]",21,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
10044948.jpg,"[1205.154988764914, 357.7839670067631, 169.21442091289464, 226.21603299323255]",22,Mongoloid,20-30s,Happiness,Male,mid-light,unmasked
100493819.jpg,"[1054.8450769512015, 425.03316590920144, 168.34452067544245, 214.5369847725139]",23,Caucasian,20-30s,Happiness,Female,light,unmasked
100590397.jpg,"[1045.7390878066892, 168.9999999999991, 108.57732547294408, 162.63331233351045]",24,Caucasian,20-30s,Happiness,Female,mid-dark,unmasked
100591174.jpg,"[789.4606910986826, 401.4129867178363, 128.31741361266415, 192.73160583855943]",25,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
100623263.jpg,"[367.84990524333847, 142.20492875929068, 151.42001263422148, 219.00560667390084]",26,Caucasian,20-30s,Happiness,Male,light,unmasked
100672674.jpg,"[899.5502460069913, 149.1984681800979, 381.4497539930087, 501.97164740284103]",27,Mongoloid,20-30s,Happiness,Female,light,unmasked
100743782.jpg,"[1116.0000000000002, 142.95867729135566, 359.89005329196647, 441.531724739042]",28,Mongoloid,20-30s,Neutral,Female,light,unmasked
100755140.jpg,"[1055.2848414605744, 237.99999999999918, 235.3109865407131, 326.0333899321595]",29,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
100810999.jpg,"[878.2649489965222, 158.65355108446118, 255.94311830971978, 352.21486814158567]",30,Caucasian,20-30s,Happiness,Female,light,unmasked
100849481.jpg,"[874.9479881332287, 216.79030072531236, 266.0000000000001, 315.6716454902679]",31,Caucasian,Senior,Sadness,Female,mid-light,unmasked
100973588.jpg,"[1162.505764897654, 142.8306155622263, 260.71555418191593, 350.22663096530056]",32,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
10097616.jpg,"[1158.0093978918326, 205.28399126390977, 200.24367924342732, 274.17165371237354]",33,Mongoloid,20-30s,Disgust,Male,mid-light,unmasked
100994586.jpg,"[1185.6297300874344, 199.93161440775089, 262.8602906750714, 362.0205156776748]",34,Negroid,20-30s,Happiness,Male,dark,unmasked
101026822.jpg,"[853.0000000000056, 428.8158007985173, 234.97424709764454, 258.24765270380095]",35,Caucasian,20-30s,Anger,Male,light,unmasked
10103087.jpg,"[867.6787700342929, 749.9007036899496, 153.24092247427924, 133.66301795042887]",36,Mongoloid,20-30s,Neutral,Male,mid-dark,unmasked
101032702.jpg,"[822.0000000000011, 234.9999999999992, 167.67284368554257, 222.13232286880663]",37,Caucasian,40-50s,Neutral,Female,mid-light,unmasked
101034536.jpg,"[953.718903754368, 209.1984681800985, 344.6343968206884, 390.3806088858235]",38,Caucasian,40-50s,Happiness,Female,light,unmasked
10103463.jpg,"[500.79889733580967, 544.0000000000003, 260.86762796365605, 313.60047797073963]",39,Mongoloid,20-30s,Neutral,Female,light,unmasked
101045684.jpg,"[736.4251002329145, 134.0, 367.65355710958255, 498.73553784773895]",40,Caucasian,20-30s,Happiness,Female,light,unmasked
101055640.jpg,"[840.806515499002, 365.6160791247304, 158.44877987941123, 185.38392087527268]",41,Caucasian,40-50s,Happiness,Female,mid-light,unmasked
101079138.jpg,"[493.13444164661524, 295.8973113282757, 469.3741380336837, 630.6448153181136]",42,Negroid,20-30s,Neutral,Female,mid-dark,unmasked
101090314.jpg,"[1210.9995823683334, 135.76222996997797, 230.56221287822964, 274.2377700300203]",43,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
101128361.jpg,"[525.9999999999997, 480.99999999999983, 206.30011191673353, 261.7590241537572]",44,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
101130074.jpg,"[682.5632889160976, 225.1658238346971, 239.5592858869212, 343.9296550696736]",45,Caucasian,40-50s,Neutral,Female,mid-light,unmasked
101134187.jpg,"[462.9970812330538, 450.7447046215975, 141.00291876694808, 186.62764768920337]",46,Negroid,20-30s,Neutral,Female,mid-dark,unmasked
101153011.jpg,"[937.5446208800078, 394.00000000000085, 250.45537911999082, 322.9976101463005]",47,Caucasian,20-30s,Happiness,Female,light,unmasked
10116317.jpg,"[529.4369681708812, 819.3373154947568, 575.6895946103849, 510.2167954263576]",48,Mongoloid,20-30s,Happiness,Male,mid-light,unmasked
101163412.jpg,"[996.7922184304024, 337.8077782418765, 185.81949488103976, 183.79920096829815]",49,Caucasian,20-30s,Neutral,Male,mid-light,unmasked
101175892.jpg,"[617.4844469507453, 367.14681068009435, 341.75466591477596, 433.6164882399547]",50,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
101179200.jpg,"[573.1431253341676, 212.00000000000003, 149.35766995546493, 215.99999999999991]",51,Caucasian,20-30s,Surprise,Male,light,unmasked
101202493.jpg,"[732.232926590115, 240.99999999999937, 346.83536704942594, 469.44931700989076]",52,Caucasian,20-30s,Surprise,Female,light,unmasked
101203177.jpg,"[817.2948259392837, 250.00000000000168, 175.18572013672062, 270.68268514650947]",53,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
101222537.jpg,"[856.0000000000003, 227.99999999999994, 306.0427869465508, 396.3544622499135]",54,Caucasian,20-30s,Happiness,Female,light,unmasked
101223438.jpg,"[965.9036606889696, 154.7027734297603, 335.15226343670224, 403.88064746640714]",55,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
101247845.jpg,"[707.8907175538935, 147.46988932874447, 188.15356640509097, 245.89284908654594]",56,Mongoloid,20-30s,Neutral,Female,light,unmasked
101289006.jpg,"[525.0, 152.00000000000006, 266.9987496874218, 341.0000000000005]",57,Mongoloid,20-30s,Happiness,Female,light,unmasked
101306875.jpg,"[955.9156711263082, 251.34023116588193, 349.2810962456288, 439.9432948056836]",58,Caucasian,20-30s,Neutral,Female,light,unmasked
101320716.jpg,"[1146.2300040957023, 161.37425448467076, 213.45716308503657, 288.9884839306196]",59,Mongoloid,40-50s,Happiness,Male,mid-light,unmasked
101345774.jpg,"[827.7598735427829, 370.4816850018896, 391.687491153365, 424.9678178530865]",60,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
10134974.jpg,"[916.1318881374534, 224.62110067760284, 264.18761694528337, 361.19013775273976]",61,Mongoloid,40-50s,Anger,Male,light,masked
101431820.jpg,"[1024.5933747008705, 272.0000000000002, 250.32842570434033, 355.93062483247405]",62,Mongoloid,20-30s,Happiness,Female,light,unmasked
10144066.jpg,"[475.00216309013, 15.972000000000007, 478.9958798283275, 636.0280000000005]",63,Mongoloid,20-30s,Happiness,Female,light,unmasked
10144975.jpg,"[1249.2646966071088, 284.9999999999999, 241.73530339289113, 342.94851838522897]",64,Mongoloid,20-30s,Happiness,Female,light,unmasked
10145100.jpg,"[593.9541586697322, 419.0513443358616, 351.057301662835, 467.99144261068955]",65,Mongoloid,20-30s,Happiness,Female,light,unmasked
1014600.jpg,"[273.1490371260659, 216.00000000000173, 564.9137134562249, 814.8560468851404]",66,Mongoloid,20-30s,Happiness,Female,light,unmasked
101468284.jpg,"[759.0000000000003, 84.77817430503379, 564.9128474830945, 699.1381949661915]",67,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
10149069.jpg,"[484.91178804182493, 798.7002125155985, 273.2230811946422, 426.9183750313237]",68,Mongoloid,20-30s,Happiness,Female,light,unmasked
10150360.jpg,"[820.3213442136821, 236.9334734338684, 350.07621532700455, 448.51689433003514]",69,Mongoloid,20-30s,Happiness,Female,light,unmasked
101507048.jpg,"[580.0301509669079, 170.70790317566704, 353.81119344106384, 362.2655596241027]",70,Mongoloid,20-30s,Happiness,Female,mid-light,unmasked
101547310.jpg,"[1060.642680222744, 135.75230623005496, 205.92804066823908, 268.392642150019]",71,Mongoloid,20-30s,Neutral,Female,light,unmasked
10157221.jpg,"[681.7558807202765, 226.72501991882186, 513.2064826699582, 862.0736255024168]",72,Mongoloid,20-30s,Happiness,Female,light,unmasked
101577036.jpg,"[302.9999999999996, 218.69372261605295, 323.40499211400083, 432.9078885959756]",73,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
10161019.jpg,"[518.598441066156, 266.0, 255.00173214871697, 349.9999999999999]",74,Mongoloid,20-30s,Happiness,Male,light,unmasked
101691898.jpg,"[805.8644497195494, 283.48321898683423, 258.1355502804471, 339.3699703330709]",75,Caucasian,20-30s,Neutral,Male,mid-light,unmasked
101717228.jpg,"[896.1204878770502, 230.86742846663336, 191.09395091639158, 280.15534190343976]",76,Negroid,20-30s,Surprise,Female,dark,unmasked
101753448.jpg,"[722.3236263515125, 397.7160907006044, 151.35274729697642, 238.39353401272618]",77,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
101788576.jpg,"[1092.5565490124716, 258.0547084737982, 241.44345098752905, 329.9452915262008]",78,Mongoloid,40-50s,Happiness,Male,mid-light,unmasked
101789206.jpg,"[546.3999180859157, 254.0394672911605, 258.57557880895246, 299.92921580120964]",79,Mongoloid,20-30s,Happiness,Female,light,unmasked
101848112.jpg,"[632.8720217431282, 354.60182098688284, 259.4869809747604, 302.5569953716399]",80,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
101896276.jpg,"[345.33611161113714, 355.83134225261966, 489.78628375341566, 704.087348846532]",81,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
101903145.jpg,"[1027.5201682656025, 250.0000000000007, 374.91940808278997, 548.7421044594618]",82,Mongoloid,20-30s,Happiness,Female,light,unmasked
101915607.jpg,"[833.9229834962057, 387.6211006776051, 261.45598924678086, 335.40606507228244]",83,Mongoloid,40-50s,Happiness,Male,mid-light,unmasked
102048252.jpg,"[1003.5047101710323, 134.27707246127068, 208.28963762372916, 260.9605807489703]",84,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
10204948.jpg,"[1331.8065022880949, 467.2677668875079, 371.8458893973544, 448.7741103749736]",85,Mongoloid,20-30s,Happiness,Female,light,unmasked
102138777.jpg,"[277.9999999999989, 834.3184357192162, 460.87207088783845, 354.401117164552]",86,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
102144231.jpg,"[759.1289584375215, 226.6681103192619, 348.75641184022385, 425.4473295696857]",87,Caucasian,Teenager,Happiness,Female,light,unmasked
10222727.jpg,"[798.6972578950822, 293.01577689337563, 273.022021613058, 566.7460557766537]",88,Mongoloid,20-30s,Neutral,Female,light,unmasked
102244068.jpg,"[631.8626594045566, 302.58919426342123, 184.73299228974923, 150.74095334076546]",89,Negroid,40-50s,Neutral,Male,dark,unmasked
102257017.jpg,"[937.7948469895618, 210.5382723643115, 207.085056259451, 298.1268010665558]",90,Caucasian,40-50s,Happiness,Female,mid-light,unmasked
102291964.jpg,"[418.0036844349678, 3.000000000000003, 528.9898678038373, 603.9999999999997]",91,Caucasian,20-30s,Neutral,Female,light,unmasked
102296205.jpg,"[1078.2691497613564, 147.53869934598043, 376.06816573339324, 516.7164740284278]",92,Caucasian,20-30s,Neutral,Female,light,unmasked
102296966.jpg,"[321.58726057561836, 122.00000000000074, 394.72144519564654, 495.7188107060867]",93,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
102301572.jpg,"[1157.8735290615546, 463.74922427171657, 137.62529418768992, 165.99689708686233]",94,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
102309627.jpg,"[642.5679942764131, 184.95194456046906, 126.36560815611212, 179.5540721368721]",95,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
102323017.jpg,"[1686.43820475343, 161.62650777270818, 151.5617952465642, 182.6833955076283]",96,Caucasian,20-30s,Neutral,Female,light,unmasked
102431541.jpg,"[925.4656466336812, 254.1435212305519, 275.261891549879, 391.37547722666125]",97,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
10247765.jpg,"[596.9096306747809, 425.00000000000153, 247.10789615080688, 307.5493652151445]",98,Mongoloid,40-50s,Happiness,Female,light,unmasked
102497952.jpg,"[1050.0, 272.0920996007428, 244.30169504419766, 323.14887624550033]",99,Mongoloid,40-50s,Happiness,Male,mid-light,unmasked
102508464.jpg,"[735.3954683251145, 302.3415003979475, 341.81636624126924, 509.95017894586]",100,Negroid,20-30s,Sadness,Male,mid-dark,unmasked
102592299.jpg,"[1201.259169292644, 269.02716574988875, 221.05990172517124, 366.5821510003454]",101,Mongoloid,20-30s,Neutral,Female,light,unmasked
102609158.jpg,"[753.9401280541006, 244.00000000000142, 185.15386293535414, 240.29901225681985]",102,Mongoloid,20-30s,Happiness,Female,mid-light,unmasked
10262425.jpg,"[921.4960308465023, 319.9848766639898, 221.0254025823804, 298.035467277933]",103,Mongoloid,20-30s,Happiness,Female,light,unmasked
102645036.jpg,"[729.4890659225023, 224.19261137061474, 373.51093407749596, 485.29424121823877]",104,Mongoloid,20-30s,Neutral,Female,light,unmasked
102659196.jpg,"[1018.4739492851625, 184.99999999999923, 341.5421266463901, 434.7427267322146]",105,Mongoloid,20-30s,Happiness,Female,light,unmasked
102696145.jpg,"[867.5526353038398, 145.0732599924325, 277.30920587019085, 378.5826792919272]",106,Caucasian,40-50s,Happiness,Male,mid-light,unmasked
102721577.jpg,"[522.2873936341758, 620.5246949740715, 352.09579787805933, 325.42591507779116]",107,Caucasian,Kid,Neutral,Male,mid-light,unmasked
102738586.jpg,"[568.623175770659, 488.11651805404676, 236.12755392107937, 293.7008360428246]",108,Caucasian,20-30s,Neutral,Male,mid-light,unmasked
102738592.jpg,"[712.0000000000017, 47.00000000000015, 417.6142047155782, 523.3555844127817]",109,Negroid,20-30s,Neutral,Male,mid-dark,unmasked
102738969.jpg,"[669.9999999999972, 619.7959867259896, 207.5504496308671, 209.80237135170339]",110,Caucasian,20-30s,Happiness,Male,mid-light,unmasked
102745548.jpg,"[944.3266923317491, 438.0315821621581, 246.34376919295732, 345.16937377931964]",111,Mongoloid,20-30s,Neutral,Female,light,unmasked
102747575.jpg,"[698.9373877945882, 160.76397256430928, 473.8747755891752, 620.1171232602208]",112,Mongoloid,20-30s,Neutral,Female,light,unmasked
102747967.jpg,"[789.265653118546, 319.3514884244676, 113.73434688145333, 156.05763112074303]",113,Caucasian,40-50s,Neutral,Female,light,unmasked
102770803.jpg,"[850.4257214904877, 262.99999999999926, 320.55820257794926, 415.3638274098203]",114,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
102771110.jpg,"[682.0369413431087, 178.00000000000114, 329.51337788940475, 443.13723617905595]",115,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
102796875.jpg,"[810.7434537387489, 520.7079031756623, 422.230361216249, 282.4407643581345]",116,Caucasian,20-30s,Neutral,Male,light,unmasked
102799642.jpg,"[1169.3993060433531, 163.0000000000001, 246.60069395664547, 305.8249489076208]",117,Caucasian,Senior,Happiness,Male,light,unmasked
10282499.jpg,"[372.78482529689984, 251.51579108108018, 359.4034525683128, 465.990194862692]",118,Mongoloid,Senior,Happiness,Male,light,unmasked
10282830.jpg,"[631.4254517384376, 163.7197609543639, 373.39164169696613, 404.2670740272151]",119,Mongoloid,40-50s,Neutral,Female,light,unmasked
102846822.jpg,"[951.7553854168797, 200.76315460688267, 267.52253654955825, 346.1315807739534]",120,Mongoloid,20-30s,Happiness,Female,light,unmasked
102851413.jpg,"[854.0597959860818, 253.20921273648568, 248.4737827287007, 349.1257138326479]",121,Mongoloid,40-50s,Happiness,Male,light,unmasked
102880289.jpg,"[527.8939473575267, 308.8947076167303, 341.373369575965, 374.2138536569353]",122,Caucasian,20-30s,Neutral,Male,light,masked
10288386.jpg,"[789.9999999999994, 575.0000000000011, 145.00290310716227, 174.95319234139208]",123,Mongoloid,20-30s,Happiness,Female,light,unmasked
10290792.jpg,"[474.4251163305952, 589.7590241537591, 185.39244861251663, 257.2409758462449]",124,Mongoloid,20-30s,Neutral,Male,light,unmasked
102908129.jpg,"[738.4405988885073, 340.66228020378304, 123.72595204783136, 179.75773239611001]",125,Caucasian,20-30s,Happiness,Female,light,unmasked
102927358.jpg,"[487.9999999999997, 222.0000000000002, 415.97647711889624, 539.7407968121973]",126,Mongoloid,20-30s,Happiness,Female,light,unmasked
10296166.jpg,"[806.9963192782582, 246.99999999999994, 268.003680721742, 341.6674632845665]",127,Mongoloid,20-30s,Anger,Male,light,unmasked
103017328.jpg,"[1073.5783556315503, 268.9999999999998, 428.6184117403864, 571.3118785687254]",128,Mongoloid,40-50s,Happiness,Female,light,unmasked
103079983.jpg,"[1012.0000000000023, 193.72850416250927, 319.32842570434457, 372.94134897575697]",129,Mongoloid,Senior,Happiness,Female,light,unmasked
10312811.jpg,"[584.7709389764822, 456.00000000000097, 150.22906102351476, 189.33945502978463]",130,Mongoloid,20-30s,Neutral,Female,light,unmasked
10313408.jpg,"[526.5736174669308, 171.3807117000207, 926.8051704118575, 1161.6192882999796]",131,Mongoloid,20-30s,Happiness,Female,light,unmasked
103142350.jpg,"[801.1764644047395, 112.99999999999979, 173.823535595261, 259.0]",132,Caucasian,20-30s,Happiness,Female,light,unmasked
103143958.jpg,"[1379.1103205354957, 165.24757104072586, 134.91245508966247, 190.3967531500177]",133,Caucasian,20-30s,Happiness,Male,light,unmasked
103145534.jpg,"[1368.7284924767744, 174.97041578744177, 128.664430459246, 187.0295842125584]",134,Caucasian,20-30s,Happiness,Female,light,unmasked
103149110.jpg,"[1393.2270060164833, 178.50178279252415, 131.77299398351852, 183.4982172074758]",135,Caucasian,20-30s,Surprise,Female,light,unmasked
103162811.jpg,"[653.267071940962, 130.99999999999997, 341.2570631314429, 460.5253114527205]",136,Mongoloid,40-50s,Happiness,Female,mid-light,unmasked
10318503.jpg,"[618.1275539210808, 1178.75176512614, 222.8357419690578, 222.93441102926428]",137,Mongoloid,20-30s,Sadness,Male,light,masked
103185964.jpg,"[999.9999999999989, 194.0, 137.23505802024064, 206.99999999999997]",138,Caucasian,20-30s,Anger,Female,light,unmasked
10319652.jpg,"[500.6208047467093, 448.8099497727616, 231.34452067544368, 280.5204018179122]",139,Mongoloid,20-30s,Happiness,Male,light,unmasked
10321627.jpg,"[706.6215787011206, 197.0000000000011, 143.91223727304015, 196.169727514893]",140,Mongoloid,40-50s,Neutral,Male,light,unmasked
103332970.jpg,"[503.0, 354.0, 231.06150154222303, 279.9277162937468]",141,Mongoloid,20-30s,Neutral,Male,mid-light,unmasked
103360537.jpg,"[774.3361857964379, 238.00000000000003, 179.69804376080364, 243.6817587499381]",142,Caucasian,20-30s,Neutral,Female,light,unmasked
10349305.jpg,"[787.3650548654422, 250.97398751574417, 147.06099333622038, 193.02601248425495]",143,Mongoloid,20-30s,Happiness,Male,light,unmasked
10349389.jpg,"[624.6903625546547, 166.664437069995, 149.19765947202006, 197.73690068800738]",144,Mongoloid,40-50s,Happiness,Male,light,unmasked
103501660.jpg,"[988.8727103673652, 310.43645206080146, 262.2022830765689, 331.5635479391973]",145,Mongoloid,20-30s,Happiness,Female,mid-light,unmasked
103595352.jpg,"[858.7315496147469, 329.00000000000017, 334.0251393299556, 417.90191959392064]",146,Mongoloid,Teenager,Happiness,Female,light,unmasked
103653892.jpg,"[566.5821607991229, 576.0414847517815, 233.41783920087764, 292.135605078512]",147,Caucasian,20-30s,Neutral,Female,light,unmasked
103658719.jpg,"[1038.4627405634756, 178.26555140160664, 208.94020401391737, 322.73444859839265]",148,Caucasian,20-30s,Neutral,Male,mid-light,unmasked
103761595.jpg,"[882.6987797703417, 154.333683584671, 251.3012202296554, 373.08289551916056]",149,Mongoloid,20-30s,Happiness,Female,mid-light,unmasked
103842267.jpg,"[662.0000000000013, 200.00000000000057, 153.144353852254, 224.78314888124004]",150,Caucasian,20-30s,Neutral,Female,mid-dark,unmasked
103879321.jpg,"[638.0, 99.22631337838077, 296.0194956324048, 398.7736866216192]",151,Mongoloid,20-30s,Happiness,Female,light,unmasked
103891003.jpg,"[1194.8624142401256, 486.60026150027056, 236.13758575987262, 304.2096882724898]",152,Caucasian,40-50s,Happiness,Male,mid-light,unmasked
103902418.jpg,"[509.76999444893767, 126.94215139095759, 414.47882940700674, 559.7881274923235]",153,Mongoloid,20-30s,Happiness,Female,light,unmasked
103906797.jpg,"[490.51548565581726, 472.00000000000097, 255.02927490518343, 311.3349265691335]",154,Mongoloid,20-30s,Anger,Female,mid-light,unmasked
10391074.jpg,"[442.0777389735083, 324.99999999999795, 361.7901952957765, 519.3923216243185]",155,Mongoloid,40-50s,Neutral,Female,light,masked
103926930.jpg,"[253.00000000000233, 235.50848889271796, 184.24183307048125, 268.8577545840465]",156,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
103944916.jpg,"[534.9999999999995, 140.99999999999966, 273.219809707789, 391.8683796189648]",157,Caucasian,20-30s,Happiness,Female,light,unmasked
103945819.jpg,"[1186.8008358249633, 21.437547247612212, 498.7671893105656, 631.9999160042416]",158,Caucasian,20-30s,Happiness,Male,light,unmasked
103946000.jpg,"[1045.9541778975738, 0.0, 565.2794249775394, 579.0485175202153]",159,Caucasian,20-30s,Happiness,Female,light,unmasked
103962691.jpg,"[1274.3455612376379, 246.69439278268476, 210.23242853462253, 252.84448577385223]",160,Mongoloid,20-30s,Happiness,Female,light,unmasked
103964303.jpg,"[1296.0012528949926, 440.9999999999962, 206.99874710500637, 283.37215198488474]",161,Mongoloid,20-30s,Neutral,Female,mid-light,unmasked
104002681.jpg,"[838.8037347069087, 243.99999999999844, 388.5117614405521, 472.2906917766962]",162,Mongoloid,20-30s,Happiness,Female,light,unmasked
104002850.jpg,"[324.99999999999767, 343.999999999999, 394.2102235139015, 564.0473306801257]",163,Caucasian,20-30s,Neutral,Female,light,masked
104019792.jpg,"[1342.9156478309876, 343.55805919926826, 194.59278738590996, 244.4419408007305]",164,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
104019856.jpg,"[703.0000000000009, 256.40394395270636, 231.4066252991363, 264.92679505527104]",165,Caucasian,20-30s,Neutral,Female,light,unmasked
104047613.jpg,"[444.8318127560536, 519.0000000000009, 136.08409362197327, 152.77580721170006]",166,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
104047706.jpg,"[445.13248108745626, 347.2923589683107, 343.97043009456854, 456.2835259715669]",167,Mongoloid,40-50s,Happiness,Male,mid-light,unmasked
104048441.jpg,"[872.0000000000023, 228.00000000000006, 236.0902593045622, 281.4554144922542]",168,Caucasian,20-30s,Happiness,Female,mid-light,unmasked
104088546.jpg,"[621.9999999999998, 190.4605577665618, 369.89075612217925, 462.2328638888422]",169,Mongoloid,Kid,Happiness,Female,light,unmasked
104101975.jpg,"[783.5223706671358, 235.22018305018966, 400.39841182854065, 367.2659498010076]",170,Caucasian,20-30s,Neutral,Female,mid-light,unmasked
104101981.jpg,"[372.9056180810401, 325.05201186677135, 410.0382011085567, 543.6115798264875]",171,Caucasian,20-30s,Happiness,Male,mid-light,unmasked
104117140.jpg,"[422.5943508452579, 137.38684358032256, 250.4056491547413, 314.8394692590326]",172,Caucasian,20-30s,Happiness,Male,light,unmasked
104126917.jpg,"[461.48353398322627, 285.52366534006285, 493.34291538035956, 532.7460557766558]",173,Mongoloid,20-30s,Fear,Female,mid-light,unmasked
104155878.jpg,"[571.8178821862372, 352.95598123911776, 134.1977023338896, 174.2434714534477]",174,Caucasian,20-30s,Happiness,Female,light,unmasked
104165037.jpg,"[438.73436059485437, 577.4940395589202, 196.26563940514583, 237.25011436093178]",175,Caucasian,20-30s,Anger,Male,light,unmasked
104174626.jpg,"[686.2994629588255, 206.9353689664094, 247.0356605117612, 356.9353689664095]",176,Mongoloid,20-30s,Neutral,Female,light,unmasked
104176428.jpg,"[934.9807906517896, 3.515325608802087e-14, 470.0384186964216, 537.6861279409809]",177,Caucasian,20-30s,Neutral,Female,mid-dark,unmasked
104238158.jpg,"[732.8786802093351, 89.44507247522826, 232.11338497669354, 325.68788403963435]",178,Mongoloid,20-30s,Happiness,Female,mid-light,unmasked
104272232.jpg,"[967.0245031051344, 282.00000000000097, 252.8554001438786, 316.0]",179,Caucasian,Kid,Happiness,Female,light,unmasked
10427280.jpg,"[574.4299880633165, 219.7108651749874, 157.5109580161741, 221.28913482501252]",180,Mongoloid,40-50s,Happiness,Female,light,unmasked
10428479.jpg,"[1166.0000000000055, 258.26021033084595, 222.11705693239168, 240.12371054442673]",181,Mongoloid,20-30s,Neutral,Male,light,unmasked
104306758.jpg,"[945.4146191874147, 122.00000000000018, 217.33535780461997, 295.75902415375697]",182,Mongoloid,20-30s,Happiness,Female,light,unmasked
104357440.jpg,"[831.1004920139821, 189.85823701421458, 419.4335908527145, 594.0956979970509]",183,Mongoloid,20-30s,Fear,Female,light,unmasked
104365519.jpg,"[1126.4928555237054, 272.6414611066496, 167.50714447629443, 216.86362487883036]",184,Mongoloid,20-30s,Happiness,Female,light,unmasked
10445195.jpg,"[567.2948259392839, 640.1935534776283, 165.885679179678, 204.80644652237316]",185,Mongoloid,20-30s,Happiness,Male,light,unmasked
